Player,Team,League,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",xA per 90,Key passes per 90,Passes to final third per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Aerial duels per 90,"Direct free kicks on target, %","Penalty conversion, %"
A. Sørloth,Villarreal,La Liga,Striker,27,12000000,2025-06-30,9,802,4,2.89,0,0.2,22.33,32.66,Norway,Norway,left,195,94,no,2.36,1.35,75,4.94,50,0,0,0.11,1.35,1.91,0.22,0,0,0,0,0.45,4,0.45,0.32,1,0.11,12,1.35,50,33.333,0,0.45,25,2.69,50,13.02,23.28,3.14,1.01,0.34,7.63,0.56,12.57,78.57,1.35,58.33,0.02,0.34,0.79,0.79,71.43,0,,0,,0,0,0,0,,,0,,0,0
A. Lacazette,Olympique Lyonnais,Ligue 1,Striker,32,12000000,2025-06-30,5,443,3,1.57,0,0.08,17.27,36.47,France,"France, Guadeloupe",right,175,73,no,2.44,3.25,37.5,3.25,25,0,0,0.2,1.22,1.76,2.23,1,0.2,1,0.2,0.61,2,0.41,0.32,0,0,11,2.23,45.45,27.273,0,0.41,0,2.03,80,7.52,45.95,3.86,0.41,0.2,12.39,1.42,16.66,76.83,3.86,63.16,0.02,0.2,1.63,1.42,57.14,0,,0,,0,0,0,0,,,0,,0,100
J. Strand Larsen,Celta de Vigo,La Liga,Striker,23,11000000,2028-06-30,9,715,3,3.11,0,0.38,27.19,34.26,Norway,Norway,right,193,79,no,4.03,5.03,45,5.54,43.18,0.25,0.29,0.13,1.51,1.73,2.39,1,0.13,0,0,0.38,3,0.38,0.39,0,0,18,2.27,44.44,16.667,0,0.25,0,2.39,57.89,10.45,32.53,3.52,1.01,0.38,10.95,1.26,14.48,80.87,2.14,82.35,0.05,0.25,1.26,0.88,71.43,0,,0,,0,0,0,0,,,0,,0,0
A. Dovbyk,Girona,La Liga,Striker,26,11000000,2025-06-30,9,493,3,4.16,2,0.23,21.72,25.21,Ukraine,Ukraine,left,189,88,no,1.64,1.1,50,4.93,51.85,0,0,0.18,1.1,1.71,1.1,0,0,0,0,0.55,2,0.37,0.76,2,0.37,17,3.1,47.06,17.647,0.37,0,0,1.64,22.22,10.41,12.28,5.66,0.73,0.18,7.3,0.55,10.59,77.59,2.01,63.64,0.04,0.55,0.55,0.55,33.33,0,,0,,0,0,0,0,,,0,,0,100
Sergio Camello,Rayo Vallecano,La Liga,Striker,22,10000000,2026-06-30,7,368,0,0.39,1,0.37,16.88,28.99,Spain,Spain,right,177,69,no,2.69,1.96,75,2.69,9.09,0,0,0,1.22,1.9,0.49,1,0.24,0,0,0,0,0,0.1,0,0,5,1.22,60,0,0.24,0.24,0,2.93,50,8.8,25,1.71,0.73,0.24,12.96,0.73,18.1,77.03,4.4,61.11,0.09,0.49,1.71,2.45,90,0,,0,,0,0,0,0,,,0,,0,0
Gabriel Strefezza,Lecce,Serie A,Striker,26,10000000,2025-06-30,8,561,1,1.59,0,1.17,23.1,47.22,Brazil,"Brazil, Italy",right,168,63,no,6.42,5.94,56.76,1.12,42.86,0,0,0,3.05,3.7,1.76,1,0.16,0,0,0.16,0,0,0.26,0,0,15,2.41,26.67,6.667,0,3.21,45,5.29,54.55,13.16,48.78,1.6,3.37,1.44,18.77,2.25,29.04,78.45,7.7,68.75,0.19,0.96,3.21,4.49,85.71,0,,0,,0,0,0,0,,,0,,0,100
S. Guirassy,Stuttgart,Bundesliga,Striker,27,10000000,2025-06-30,7,666,13,6.37,1,1,22.57,40.72,France,"France, Guinea",right,187,82,no,1.76,0.95,28.57,6.76,48,0.14,0.18,0,1.35,1.83,0.68,0,0,0,0,1.76,12,1.62,0.86,1,0.14,28,3.78,60.71,46.429,0.14,0.41,33.33,2.84,90.48,11.76,37.93,5.27,1.22,0,18.92,2.43,22.7,83.33,4.05,83.33,0.14,0.95,1.62,1.49,72.73,0,,0,,0,0,0,0,,,0,,0,100
D. Zapata,Torino,Serie A,Striker,32,10000000,2024-06-30,8,635,2,2.24,0,0.67,33.31,34.89,Colombia,Colombia,right,189,88,yes,2.98,2.98,52.38,9.07,39.06,0.14,0.18,0.14,1.28,1.61,1.28,0,0,0,0,0.28,2,0.28,0.32,1,0.14,15,2.13,60,13.333,0,1.84,30.77,4.39,41.94,15.31,28.7,5.24,1.28,0.43,12.33,1.84,20.55,72.41,3.54,64,0.1,0.28,1.42,0.57,75,0,,0,,0,0,0,0,,,0.14,,0,0
D. Fofana,Union Berlin,Bundesliga,Striker,20,10000000,2029-06-30,7,373,0,1.32,0,0.23,30.64,37.01,Côte d'Ivoire,Côte d'Ivoire,right,180,85,yes,5.55,5.31,59.09,3.38,28.57,0,0,0,2.41,3.13,1.45,0,0,0,0,0,0,0,0.32,0,0,17,4.1,41.18,0,0,1.69,14.29,6.03,52,18.58,35.06,5.31,2.9,0.97,12.55,0.48,19.3,65,5.55,52.17,0.06,0.24,1.45,1.93,62.5,0,,0,,0,0,0,0,,,0,,0,0
Y. Poulsen,RB Leipzig,Bundesliga,Striker,29,10000000,2024-06-30,7,430,0,0.57,1,0.18,25.12,38.33,Denmark,"Denmark, Tanzania",right,192,84,no,4.19,4.6,50,3.77,27.78,0,0,0,1.88,2.76,1.47,0,0,0,0,0,0,0,0.12,0,0,4,0.84,50,0,0.21,0.42,50,1.67,62.5,10.05,50,2.09,0.21,0.21,10.88,3.35,17.16,81.71,2.72,46.15,0.04,0.21,0.42,1.47,28.57,0,,0,,0,0,0,0,,,0,,0,0
A. Pléa,Borussia M'gladbach,Bundesliga,Striker,30,10000000,2025-06-30,7,493,2,1.71,1,1.17,17.71,30.93,France,"France, Mali",right,181,82,no,2.74,3.83,47.62,2.74,20,0,0,0,0.91,1.03,0.55,0,0,0,0,0.37,2,0.37,0.31,1,0.18,13,2.37,30.77,15.385,0.18,2.19,33.33,2.92,50,8.22,31.11,3.1,1.46,0.55,20.26,1.1,27.38,71.33,8.03,68.18,0.21,0.37,4.02,4.75,80.77,0,,0,,0,0,0,0,,,0,,0,0
E. Ferguson,Brighton,Premier League,Striker,18,10000000,2028-06-30,8,414,4,3,0,0.36,18.04,33.73,Republic of Ireland,Republic of Ireland,right,183,76,no,3.7,3.91,38.89,1.09,80,0.22,0.35,0.22,1.96,3.14,1.74,0,0,0,0,0.87,4,0.87,0.65,0,0,16,3.48,68.75,25,0,0,0,2.17,30,10.43,29.17,3.91,0.65,0.43,14.78,2.17,17.39,88.75,2.61,75,0.08,0,0.87,2.17,40,0,,0,,0,0,0,0,,,0,,0,0
L. Suárez,Almería,La Liga,Striker,25,9000000,2027-06-30,8,757,4,4.31,0,0.14,20.92,41.48,Colombia,"Colombia, Spain",right,180,74,no,4.4,3.8,46.88,3.92,27.27,0.59,0.87,0,2.02,2.97,1.55,1,0.12,0,0,0.48,3,0.36,0.51,0,0,28,3.33,42.86,14.286,0,1.19,60,3.8,56.25,9.04,43.42,4.87,2.5,0.95,12.01,1.43,16.53,82.73,3.09,80.77,0.02,0.12,1.19,1.9,62.5,0,,0,,0,0,0,0,,,0.12,,0,100
A. Belotti,Roma,Serie A,Striker,29,9000000,,7,462,3,0.77,2,0.39,23.96,39.84,Italy,Italy,right,181,72,no,4.29,3.51,66.67,4.68,45.83,0.58,0.87,0,1.36,2.04,1.17,0,0,0,0,0.58,3,0.58,0.15,1,0.19,8,1.56,37.5,37.5,0.39,0.97,20,3.51,55.56,12.27,30.16,3.9,1.56,1.17,10.91,2.53,15.97,76.83,2.53,46.15,0.08,0.39,0.97,1.17,50,0,,0,,0,0,0,0,,,0,,0,0
Borja Mayoral,Getafe,La Liga,Striker,26,9000000,2027-06-30,9,719,4,3.5,1,0.13,21.4,39.77,Spain,Spain,right,182,74,no,3.63,4.26,50,4.26,38.24,0,0,0,1.5,1.88,1.13,2,0.25,0,0,0.5,2,0.25,0.44,0,0,17,2.13,52.94,23.529,0.13,1,62.5,2.75,54.55,8.64,39.13,2.5,0.88,0.13,11.27,1.38,16.9,77.04,3.5,71.43,0.02,0.13,1.88,1.13,77.78,0,,0,,0,0,0,0,,,0,,0,100
M. Simon,Nantes,Ligue 1,Striker,28,9000000,2024-06-30,8,710,2,1.83,3,1.55,20.15,42.14,Nigeria,Nigeria,right,168,69,no,3.3,2.66,71.43,2.66,33.33,0,0,0,1.39,1.53,0.38,0,0,0,0,0.25,1,0.13,0.23,0,0,14,1.77,35.71,14.286,0.38,4.18,30.3,6.85,55.56,11.92,42.55,4.69,5.58,2.03,13.06,0.76,19.52,66.88,3.3,61.54,0.2,0.76,1.01,3.17,64,0,,0,,0,0,0,0,,,0,,0,100
M. Antonio,West Ham United,Premier League,Striker,33,9000000,2024-06-30,8,629,2,1.24,1,1.36,27.62,32.12,England,"England, Jamaica",right,180,82,no,3.15,2.58,38.89,5.44,26.32,0.43,0.42,0.43,1.72,1.7,1.43,2,0.29,0,0,0.29,2,0.29,0.18,0,0,7,1,42.86,28.571,0.14,1,28.57,3.29,60.87,14.59,30.39,1.72,1.57,0.86,7.3,1.72,12.59,73.86,2.58,83.33,0.19,0.14,1.57,1.57,72.73,0,,0,,0,0,0,0,,,0,,0,0
R. Jiménez,Fulham,Premier League,Striker,32,9000000,2024-06-30,7,540,0,1.36,0,0.27,25.33,35.53,Mexico,Mexico,right,187,76,no,5.33,4.5,77.78,6.5,41.03,0.33,0.41,0.17,1.5,1.84,0.5,1,0.17,0,0,0,0,0,0.23,0,0,11,1.83,9.09,0,0,0.83,0,0.83,60,9,20.37,4.33,1.17,0.33,13.17,1,18.67,77.68,3.67,59.09,0.04,0.17,2,1.67,80,0,,0,,0,0,0,0,,,0,,0,0
J. Zirkzee,Bologna,Serie A,Striker,22,9000000,2026-06-30,8,740,2,1.39,1,0.89,22.01,35.36,Netherlands,"Netherlands, Nigeria",right,193,87,no,3.65,3.41,50,2.55,52.38,0.12,0.16,0,1.82,2.41,0.61,1,0.12,0,0,0.24,2,0.24,0.17,0,0,16,1.95,56.25,12.5,0.12,0,0,3.53,48.28,11.55,25.26,3.04,1.7,0.49,14.96,0.36,21.04,78.61,3.77,61.29,0.11,0.61,1.34,2.43,60,0,,0,,0,0,0,0,,,0,,0,0
L. Foster,Burnley,Premier League,Striker,23,9000000,2027-06-30,6,562,3,1.67,1,0.13,26.26,34.15,South Africa,South Africa,right,185,82,no,4,4,60,5.77,27.78,0.16,0.18,0,1.44,1.64,1.44,0,0,1,0.16,0.48,3,0.48,0.27,0,0,11,1.76,45.45,27.273,0.16,0.32,0,2.56,43.75,10.57,33.33,3.04,1.76,1.76,8.17,0.8,16.98,72.64,3.04,63.16,0.02,0.16,1.28,1.28,37.5,0,,0,,0,0,0,0,,,0.16,,0,0
L. Ajorque,Mainz 05,Bundesliga,Striker,29,9000000,2026-06-30,5,358,1,1.93,0,0.09,27.15,32.41,Réunion,"Réunion, France",right,196,93,no,1.76,1.76,57.14,10.06,32.5,0.5,0.66,0.25,0.25,0.33,1.26,0,0,0,0,0.25,1,0.25,0.48,1,0.25,6,1.51,50,16.667,0,0.75,0,0.5,0,6.79,22.22,3.27,0,0,13.07,0.75,22.63,77.78,2.77,36.36,0.02,0.25,1.01,1.01,50,0,,0,,0,0,0,0,,,0,,0,0
J. Mateta,Crystal Palace,Premier League,Striker,26,9000000,2026-06-30,6,361,0,0.41,3,0.67,24.93,36,France,"France, Congo DR",right,190,84,no,3.49,3.24,69.23,3.24,38.46,0.5,0.51,0,0.75,0.76,1,0,0,0,0,0,0,0,0.1,0,0,3,0.75,66.67,0,0.75,0.75,0,1.75,42.86,13.71,30.91,2.74,0.5,0.25,6.48,0.5,12.71,70.59,2.24,66.67,0.17,0.75,0.5,1.25,60,0,,0,,0,0,0,0,,,0,,0,0
J. Siebatcheu,Borussia M'gladbach,Bundesliga,Striker,27,9000000,2026-06-30,6,373,1,0.97,0,0.1,30.88,31.25,United States,"United States, France",right,191,86,yes,4.1,2.9,58.33,7.72,43.75,0.24,0.3,0.48,2.17,2.73,1.69,0,0,0,0,0.24,1,0.24,0.24,0,0,6,1.45,50,16.667,0,0.24,100,0.72,33.33,11.34,17.02,3.62,0.48,0,12.31,1.69,17.13,85.92,2.9,66.67,0.02,0.72,1.21,0.97,25,0,,0,,0,0,0,0,,,0.48,,0,0
Raúl de Tomás,Rayo Vallecano,La Liga,Striker,29,8000000,2027-06-30,8,380,0,0.36,2,0.15,25.34,35.51,Spain,"Spain, Dominican Republic",right,180,79,no,2.84,4.26,44.44,6.16,42.31,0,0,0,0.95,1.36,2.13,3,0.71,0,0,0,0,0,0.09,0,0,4,0.95,50,0,0.47,1.18,0,2.84,33.33,12.08,33.33,2.61,0.71,0.95,10.18,2.37,16.82,84.51,1.66,71.43,0.04,0.47,0.71,1.42,83.33,0,,0,,0,0,0,0,,,0,,0,0
C. Larin,Mallorca,La Liga,Striker,28,8000000,2025-06-30,8,300,0,1.83,0,0.15,25.5,40,Canada,"Canada, Jamaica",right,188,90,no,3,2.4,62.5,10.5,45.71,0.3,0.42,0,1.2,1.69,0.6,1,0.3,0,0,0,0,0,0.55,0,0,12,3.6,33.33,0,0,0.3,0,1.8,33.33,6.9,30.43,4.8,1.5,0.3,6,0.9,9,76.67,1.5,20,0.05,0.6,0,0.6,50,0,,0,,0,0,0,0,,,0,,0,0
M. Gómez,Cádiz,La Liga,Striker,27,8000000,2025-06-30,7,356,0,0.26,0,0.22,22.75,34.44,Uruguay,Uruguay,right,186,91,yes,1.26,1.77,57.14,5.56,54.55,0,0,0.25,0.25,0.32,1.01,2,0.51,0,0,0,0,0,0.06,0,0,2,0.51,50,0,0,2.28,33.33,1.01,25,7.58,26.67,3.03,0.76,0,6.57,1.26,14.16,53.57,2.53,60,0.06,0,0.51,2.78,63.64,0,,0,,0,0,0,0,,,0,,0,0
W. Cheddira,Frosinone,Serie A,Striker,25,8000000,2025-06-30,7,582,1,2.48,1,0.47,22.11,23.78,Italy,"Italy, Morocco",right,186,79,no,2.47,2.01,38.46,4.79,29.03,0,0,0.15,1.7,2.41,0.93,0,0,0,0,0.15,0,0,0.38,0,0,10,1.55,40,10,0.15,0.31,0,1.39,44.44,9.74,19.05,3.09,0.46,0.31,9.12,1.39,12.99,77.38,2.78,50,0.07,0.15,0.93,1.24,75,0,,0,,0,0,0,0,,,0,,0,100
M. Uzuni,Granada,La Liga,Striker,28,8000000,2026-06-30,9,748,3,2.45,0,0.07,16.48,27.74,Albania,Albania,right,178,70,no,3.01,4.57,47.37,2.89,20.83,0,0,0.12,0.84,1.08,0.84,1,0.12,0,0,0.36,2,0.24,0.29,0,0,15,1.8,53.33,20,0,0.36,33.33,2.29,26.32,5.66,17.02,2.17,0.72,0.6,4.69,0.48,8.78,75.34,0.96,37.5,0.01,0.24,0.48,0.72,50,0,,0,,0,0,0,0,,,0,,0,100
M. Satriano,Brest,Ligue 1,Striker,22,8000000,2027-06-30,8,443,1,1.9,0,0.06,26.41,33.08,Uruguay,"Uruguay, Italy",right,187,75,yes,4.47,3.05,53.33,7.31,41.67,0,0,0.41,2.84,3.96,1.02,1,0.2,0,0,0.2,1,0.2,0.39,0,0,10,2.03,40,10,0,1.02,20,2.64,38.46,11.17,29.09,4.67,1.63,0,10.56,0.41,17.47,74.42,2.64,61.54,0.01,0.41,0.81,0.81,75,0,,0,,0,0,0,0,,,0,,0,0
D. Welbeck,Brighton,Premier League,Striker,32,8000000,2024-06-30,7,420,1,0.77,0,0.35,15.43,37.5,England,"England, Ghana",right,185,73,no,4.71,3.21,53.33,2.14,30,0.43,0.71,0,2.57,4.29,0.86,1,0.21,0,0,0.21,1,0.21,0.16,0,0,9,1.93,33.33,11.111,0,0.21,0,2.14,30,6,35.71,3.43,1.29,0.64,20.14,1.5,23.79,88.29,3.86,77.78,0.08,0,1.29,1.93,33.33,0,,0,,0,0,0,0,,,0,,0,0
F. Thauvin,Udinese,Serie A,Striker,30,7500000,2025-06-30,8,590,0,1.88,0,0.82,23.8,39.1,France,France,left,181,70,no,3.66,3.66,58.33,2.59,41.18,0.15,0.21,0,1.37,1.89,0.61,2,0.31,0,0,0,0,0,0.29,0,0,18,2.75,38.89,0,0,3.36,40.91,7.47,53.06,14.8,37.11,4.27,3.51,1.37,16.47,0.61,21.51,77.3,6.56,58.14,0.12,0.46,3.97,4.58,90,0,,0,,0,0,0,0,,,0,,0,0
E. Shomurodov,Cagliari,Serie A,Striker,28,7000000,2026-06-30,8,314,0,0.45,0,0.28,25.51,26.97,Uzbekistan,Uzbekistan,right,190,76,yes,2.01,5.73,30,5.73,25,0,0,0,0.29,0.31,1.15,0,0,0,0,0,0,0,0.13,0,0,4,1.15,0,0,0,0.57,50,2.87,40,7.17,28,2.87,0.86,0.57,13.47,0.57,19.2,76.12,4.3,66.67,0.08,0.29,1.72,2.29,87.5,0,,0,,0,0,0,0,,,0,,0,0
Iago Aspas,Celta de Vigo,La Liga,Striker,36,7000000,2025-06-30,9,768,0,3.49,2,2.94,12.42,36.79,Spain,Spain,left,176,67,no,1.99,2.23,47.37,1.17,10,0,0,0,0.94,1.17,0.47,3,0.35,0,0,0,0,0,0.41,0,0,25,2.93,36,0,0.23,2.23,21.05,2.11,50,6.8,43.1,4.1,1.29,0.35,23.67,1.52,32.23,78.18,6.91,74.58,0.34,1.29,5.27,5.51,80.85,0,,0,,0,0,0,0,,,0,,66.67,0
P. Aubameyang,Olympique Marseille,Ligue 1,Striker,34,7000000,2024-06-30,8,710,1,3.81,3,1.97,10.65,39.29,France,"France, Gabon",right,187,80,no,3.3,2.28,50,2.41,36.84,0.25,0.33,0.25,1.9,2.47,0.25,1,0.13,0,0,0.13,1,0.13,0.48,0,0,22,2.79,36.36,4.545,0.38,0.76,50,1.39,54.55,4.69,32.43,3.68,0.76,0.38,15.08,0.76,19.39,80.39,4.44,71.43,0.25,0.89,1.65,2.54,70,0,,0,,0,0,0,0,,,0,,0,0
Willian José,Real Betis,La Liga,Striker,31,7000000,2026-06-30,7,415,3,1.45,0,0.19,16.92,41.03,Brazil,"Brazil, Spain",right,189,87,no,2.6,1.52,57.14,4.77,31.82,0,0,0.22,1.73,2.22,0.43,0,0,1,0.22,0.65,3,0.65,0.31,1,0.22,8,1.73,75,37.5,0,0.22,0,1.08,40,6.51,30,2.6,0.43,0,10.19,1.08,17.57,74.07,2.6,58.33,0.04,0.65,1.3,1.3,50,0,,0,,0,0,0,0,,,0.22,,66.67,0
T. Dallinga,Toulouse,Ligue 1,Striker,23,7000000,2026-06-30,8,579,1,2.14,1,0.17,17.56,43.36,Netherlands,Netherlands,right,180,70,no,3.89,3.11,65,4.66,46.67,0,0,0.16,1.87,2.24,0.93,2,0.31,0,0,0.16,1,0.16,0.33,0,0,13,2.02,61.54,7.692,0.16,0.31,50,1.09,42.86,5.6,33.33,3.26,0.93,0.16,14.92,1.55,18.03,74.14,3.26,61.9,0.03,0.47,1.4,2.18,57.14,0,,0,,0,0,0,0,,,0.16,,0,0
D. Beljo,Augsburg,Bundesliga,Striker,21,6500000,2027-06-30,7,342,2,0.63,0,0.01,15.18,37.21,Croatia,Croatia,left,195,84,no,1.76,2.82,25,2.82,37.5,0.35,0.47,0,0.71,0.94,0.35,1,0.26,0,0,0.53,1,0.35,0.22,0,0,5,1.76,60,20,0,0,0,1.41,50,6.71,47.37,2.47,1.41,0.71,9.88,0.71,18,86.27,2.82,62.5,0.01,0,1.76,2.12,83.33,0,,0,,0,0,0,0,,,0.71,,0,0
M. Ducksch,Werder Bremen,Bundesliga,Striker,29,6500000,2026-06-30,7,547,2,3.09,3,1.27,10.2,29.03,Germany,Germany,right,188,79,no,2.14,1.15,57.14,2.8,17.65,0.16,0.21,0.16,1.32,1.64,0.16,2,0.33,0,0,0.33,1,0.16,0.51,1,0.16,16,2.63,50,12.5,0.49,0.99,33.33,0.99,66.67,3.62,27.27,2.14,0.49,0.33,18.26,0.33,25.01,67.11,6.25,52.63,0.21,0.82,3.46,3.78,86.96,0,,0,,0,0,0,0,,,0,,60,50
M'Bala Nzola,Fiorentina,Serie A,Striker,27,6500000,2026-06-30,8,549,1,0.83,0,0.64,33.44,27.45,Angola,"Angola, France",left,185,82,no,4.75,4.43,59.26,7.38,28.89,0,0,0.16,2.13,3.31,2.62,0,0,0,0,0.16,1,0.16,0.14,0,0,6,0.98,33.33,16.667,0,0.16,100,2.62,31.25,14.1,16.28,2.79,0.82,0.49,9.84,0.49,16.23,90.91,1.97,75,0.11,0.16,1.15,0.49,100,0,,0,,0,0,0,0,,,0.16,,0,0
Mostafa Mohamed,Nantes,Ligue 1,Striker,25,6000000,2025-06-30,7,574,5,3.37,0,0.11,23.83,38.82,Egypt,Egypt,right,185,78,no,4.86,5.17,48.48,5.64,50,0.31,0.34,0.16,2.04,2.19,2.04,1,0.16,1,0.16,0.78,3,0.47,0.53,0,0,13,2.04,53.85,38.462,0,0.31,0,2.2,28.57,8.94,28.07,2.51,0.31,0.47,8,2.35,10.82,71.01,2.04,46.15,0.02,0.16,1.1,1.1,71.43,0,,0,,0,0,0,0,,,0,,100,100
L. Lucca,Udinese,Serie A,Striker,23,6000000,2026-06-30,8,629,1,2.95,1,0.26,25.76,32.78,Italy,Italy,right,201,83,yes,3,3.43,33.33,7.01,40.82,0,0,0,1.86,2.58,1.57,0,0,0,0,0.14,1,0.14,0.42,0,0,12,1.72,33.33,8.333,0.14,0.86,33.33,1.29,55.56,9.3,33.85,3,0.43,0,6.72,1.72,12.02,58.33,3,42.86,0.04,0.14,1.14,1.86,46.15,0,,0,,0,0,0,0,,,0,,0,0
C. Morris,Luton Town,Premier League,Striker,27,6000000,,8,763,3,3.99,1,0.45,27.72,33.62,England,England,right,185,85,no,3.54,2.36,50,12.39,34.29,0.12,0.13,0.12,2.24,2.45,1.18,1,0.12,0,0,0.35,1,0.12,0.47,0,0,21,2.48,28.57,14.286,0.12,0.71,0,1.65,64.29,7.43,30.16,4.01,1.18,0.47,10.85,0.47,18.52,69.43,5.78,55.1,0.05,0.35,2.24,1.77,80,0,,0,,0,0,0,0,,,0,,0,100
E. Adebayo,Luton Town,Premier League,Striker,25,6000000,2024-06-30,8,374,1,0.8,0,0.03,29.84,37.1,England,"England, Nigeria",right,193,89,no,6.26,5.05,71.43,5.29,54.55,0,0,0,2.65,2.8,2.41,0,0,0,0,0.24,1,0.24,0.19,0,0,4,0.96,25,25,0,0.48,0,4.09,29.41,12.99,18.52,3.13,1.2,0.48,6.74,0.96,11.55,70.83,2.89,58.33,0.01,0.24,0.96,1.44,66.67,0,,0,,0,0,0,0,,,0,,0,0
A. Budimir,Osasuna,La Liga,Striker,32,6000000,2025-06-30,9,599,2,2.59,1,0.62,25.39,34.91,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",left,190,75,no,2.7,3.31,54.55,9.17,36.07,0,0,0.15,0.9,1.22,1.65,2,0.3,0,0,0.3,1,0.15,0.39,0,0,14,2.1,50,14.286,0.15,0.3,50,1.2,25,5.41,27.78,3.76,0.75,0.15,7.21,0.9,9.92,72.73,3.16,61.9,0.09,0.3,1.2,0.6,100,0,,0,,0,0,0,0,,,0,,0,100
Joselu,Real Madrid,La Liga,Striker,33,6000000,2025-06-30,9,587,5,4.49,2,1.74,12.27,33.75,Germany,"Germany, Spain",right,191,86,yes,2.45,1.23,87.5,3.37,40.91,0,0,0,1.38,2.13,0.46,0,0,0,0,0.77,5,0.77,0.69,2,0.31,19,2.91,73.68,26.316,0.31,0.92,33.33,0.61,25,4.75,19.35,6.29,0,0,16.87,0.77,19.01,72.58,3.07,65,0.27,0.92,1.07,1.53,50,0,,0,,0,0,0,0,,,0,,0,0
M. Daramy,Reims,Ligue 1,Striker,21,6000000,2026-06-30,7,419,2,1.73,1,0.99,15.25,47.89,Denmark,"Denmark, Sierra Leone",right,180,71,no,3.44,2.15,60,1.5,28.57,0.21,0.27,0.21,1.93,2.39,0.43,0,0,0,0,0.43,2,0.43,0.37,0,0,6,1.29,50,33.333,0.21,1.07,40,6.66,45.16,10.1,46.81,3.22,2.36,0.43,18.26,1.29,23.63,76.36,4.94,78.26,0.21,1.07,1.29,3.22,86.67,0,,0,,0,0,0,0,,,0,,0,0
Omar Marmoush,Eintracht Frankfurt,Bundesliga,Striker,24,6000000,,7,462,1,1.3,0,0.69,29.03,36.91,Egypt,"Egypt, Canada",right,183,81,no,4.68,3.7,57.89,3.9,55,0.39,0.54,0,2.14,2.97,1.75,3,0.58,0,0,0.19,1,0.19,0.25,0,0,9,1.75,44.44,11.111,0,1.36,57.14,5.45,50,15.58,32.5,4.29,2.14,0.78,11.88,3.31,17.34,77.53,3.7,47.37,0.13,0.58,1.56,2.14,63.64,0,,0,,0,0,0,0,,,0,,0,0
L. Boyé,Granada,La Liga,Striker,27,6000000,2024-06-30,6,568,3,2.69,2,0.1,33.59,32.55,Argentina,"Argentina, Italy",right,183,80,no,6.02,5.7,50,4.28,40.74,0.16,0.19,0.16,3.01,3.52,2.54,1,0.16,0,0,0.48,3,0.48,0.43,0,0,15,2.38,33.33,20,0.32,0.63,0,6.5,34.15,16,23.76,3.33,1.74,0.63,7.76,1.43,15.85,78,3.8,58.33,0.02,0.16,1.9,1.74,45.45,0,,0,,0,0,0,0,,,0,,0,0
V. Boniface,Bayer Leverkusen,Bundesliga,Striker,22,6000000,2026-06-30,7,640,7,6.61,2,0.8,22.78,35.8,Nigeria,Nigeria,right,190,91,no,2.25,1.13,75,3.09,40.91,0.42,0.6,0,0.98,1.4,0.84,2,0.28,0,0,0.98,6,0.84,0.93,1,0.14,43,6.05,39.53,16.279,0.28,0.28,0,6.61,59.57,15.75,33.04,6.89,2.25,0.84,17.3,0.98,18.7,75.94,3.09,68.18,0.11,0.42,0.98,1.83,76.92,0,,0,,0,0,0,0,,,0,,0,100
S. Mounié,Brest,Ligue 1,Striker,29,6000000,2024-06-30,8,362,1,1.28,0,0,30.33,43.44,Benin,"Benin, France",right,190,83,no,3.98,3.48,42.86,15.41,53.23,0.25,0.34,0.5,2.24,3.03,2.49,2,0.5,0,0,0.25,1,0.25,0.32,1,0.25,8,1.99,50,12.5,0,0,0,0.5,0,5.72,26.09,3.73,0.99,0.75,9.2,0.25,15.91,81.25,1.74,42.86,0,0,1.24,0.75,33.33,0,,0,,0,0,0,0,,,0,,0,0
S. El Shaarawy,Roma,Serie A,Striker,30,5000000,2025-06-30,6,335,0,0.91,0,0.63,12.63,46.81,Italy,"Italy, Egypt",right,178,72,no,2.96,2.96,54.55,0.81,66.67,0,0,0.27,1.34,2,0.54,0,0,0,0,0,0,0,0.24,0,0,7,1.88,28.57,0,0,0.81,33.33,2.15,62.5,5.64,52.38,3.76,2.15,0.81,23.64,1.07,27.13,85.15,4.3,68.75,0.17,0.81,1.61,2.96,72.73,0,,0,,0,0,0,0,,,0.27,,0,0
